Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,1530.250000,1533.359985,1521.630005,1524.959961,1524.959961,32888700
2019-05-21,1529.819946,1545.979980,1529.819946,1545.250000,1545.250000,32187000
2019-05-22,1542.579956,1542.579956,1528.359985,1531.630005,1531.630005,31925100
2019-05-23,1525.069946,1525.069946,1493.479980,1501.380005,1501.380005,38919800
2019-05-24,1505.880005,1516.660034,1505.760010,1514.109985,1514.109985,28873900
2019-05-28,1514.989990,1520.219971,1503.810059,1504.020020,1504.020020,41214100
2019-05-29,1503.530029,1503.530029,1481.420044,1489.949951,1489.949951,37000500
2019-05-30,1491.849976,1500.630005,1478.000000,1485.530029,1485.530029,32737900
2019-05-31,1478.530029,1478.530029,1461.469971,1465.489990,1465.489990,39810200
2019-06-03,1465.880005,1476.849976,1460.489990,1469.979980,1469.979980,39438100
2019-06-04,1475.319946,1508.650024,1475.319946,1508.560059,1508.560059,38104300
2019-06-05,1510.099976,1514.250000,1494.079956,1506.790039,1506.790039,35488300
2019-06-06,1506.349976,1508.540039,1490.770020,1499.290039,1499.290039,33964100
2019-06-07,1504.680054,1518.920044,1504.680054,1514.390015,1514.390015,32202500
2019-06-10,1516.619995,1535.640015,1516.619995,1523.560059,1523.560059,32092100
2019-06-11,1525.030029,1536.160034,1513.209961,1519.109985,1519.109985,35484200
2019-06-12,1518.640015,1522.000000,1512.400024,1519.790039,1519.790039,30341300
2019-06-13,1520.520020,1536.020020,1520.520020,1535.800049,1535.800049,30698100
2019-06-14,1535.319946,1535.319946,1522.420044,1522.500000,1522.500000,29223300
2019-06-17,1523.250000,1538.579956,1523.250000,1532.750000,1532.750000,28101400
2019-06-18,1532.869995,1560.180054,1532.869995,1550.229980,1550.229980,34376200
2019-06-19,1550.459961,1556.449951,1547.589966,1555.579956,1555.579956,32878900
2019-06-20,1560.310059,1570.739990,1556.079956,1563.489990,1563.489990,39059400
2019-06-21,1561.880005,1561.880005,1546.130005,1549.630005,1549.630005,50001200
2019-06-24,1550.099976,1551.650024,1530.079956,1530.079956,1530.079956,31362500
2019-06-25,1530.989990,1533.239990,1520.500000,1521.040039,1521.040039,35780500
2019-06-26,1523.260010,1530.130005,1520.040039,1521.890015,1521.890015,34781300
2019-06-27,1518.880005,1546.550049,1518.880005,1546.550049,1546.550049,31229200
2019-06-28,1548.119995,1568.599976,1548.119995,1566.569946,1566.569946,54207000
2019-07-01,1574.650024,1586.770020,1562.780029,1566.569946,1566.569946,35132700
2019-07-02,1569.530029,1569.530029,1552.930054,1560.540039,1560.540039,32068400
2019-07-03,1562.189941,1572.119995,1562.189941,1572.119995,1572.119995,19637200
2019-07-05,1571.109985,1575.790039,1559.579956,1575.619995,1575.619995,24342100
2019-07-08,1574.229980,1574.229980,1559.020020,1561.390015,1561.390015,29045500
2019-07-09,1559.010010,1562.729980,1554.119995,1562.589966,1562.589966,30282100
2019-07-10,1564.650024,1572.819946,1558.800049,1565.050049,1565.050049,31542400
2019-07-11,1565.459961,1567.949951,1552.400024,1557.920044,1557.920044,31546200
2019-07-12,1558.650024,1574.479980,1558.650024,1570.000000,1570.000000,29749600
2019-07-15,1570.729980,1573.880005,1558.780029,1561.819946,1561.819946,28749700
2019-07-16,1561.489990,1569.619995,1558.239990,1562.000000,1562.000000,32906500
2019-07-17,1561.750000,1561.750000,1547.760010,1550.780029,1550.780029,31816000
2019-07-18,1550.319946,1557.400024,1546.020020,1555.619995,1555.619995,32965800
2019-07-19,1554.920044,1561.560059,1547.640015,1547.900024,1547.900024,32603600
2019-07-22,1549.729980,1554.290039,1543.560059,1544.780029,1544.780029,30037200
2019-07-23,1546.119995,1555.199951,1544.760010,1554.959961,1554.959961,33136600
2019-07-24,1554.089966,1581.630005,1550.569946,1580.420044,1580.420044,34289800
2019-07-25,1580.209961,1580.209961,1560.650024,1561.449951,1561.449951,36452700
2019-07-26,1561.930054,1581.530029,1561.930054,1578.969971,1578.969971,32575900
2019-07-29,1578.900024,1580.020020,1565.630005,1569.030029,1569.030029,32037100
2019-07-30,1567.650024,1586.319946,1557.969971,1585.599976,1585.599976,36343300
2019-07-31,1586.760010,1599.400024,1568.400024,1574.609985,1574.609985,46234300
2019-08-01,1574.930054,1587.810059,1546.550049,1550.760010,1550.760010,47623000
2019-08-02,1550.459961,1550.459961,1522.369995,1533.660034,1533.660034,38746600
2019-08-05,1532.390015,1532.390015,1472.660034,1487.410034,1487.410034,45137300
2019-08-06,1487.680054,1502.859985,1483.400024,1502.089966,1502.089966,41542400
2019-08-07,1501.530029,1504.589966,1478.449951,1500.689941,1500.689941,44917500
2019-08-08,1502.319946,1533.500000,1502.319946,1532.130005,1532.130005,41063700
2019-08-09,1530.959961,1530.959961,1509.959961,1513.040039,1513.040039,33506400
2019-08-12,1512.760010,1512.760010,1495.630005,1495.900024,1495.900024,28516300
2019-08-13,1493.410034,1522.770020,1490.000000,1510.579956,1510.579956,38536000
2019-08-14,1509.579956,1509.579956,1465.459961,1467.520020,1467.520020,43125300
2019-08-15,1467.579956,1470.939941,1456.280029,1461.650024,1461.650024,40380000
2019-08-16,1462.130005,1494.680054,1462.130005,1493.640015,1493.640015,34981500
2019-08-19,1496.619995,1515.339966,1496.619995,1508.849976,1508.849976,32128800
2019-08-20,1508.630005,1508.630005,1497.770020,1498.010010,1498.010010,30663000
2019-08-21,1498.540039,1512.079956,1498.540039,1509.849976,1509.849976,30111900
2019-08-22,1510.800049,1516.469971,1500.369995,1506.000000,1506.000000,28908800
2019-08-23,1504.300049,1505.680054,1456.900024,1459.489990,1459.489990,39373000
2019-08-26,1461.589966,1476.339966,1461.589966,1476.000000,1476.000000,28576000
2019-08-27,1479.459961,1485.670044,1454.910034,1456.040039,1456.040039,35336300
2019-08-28,1455.900024,1478.030029,1450.319946,1472.709961,1472.709961,30974200
2019-08-29,1478.479980,1498.780029,1478.479980,1496.719971,1496.719971,31761900
2019-08-30,1499.069946,1504.449951,1488.339966,1494.839966,1494.839966,30084500
2019-09-03,1494.030029,1494.030029,1467.469971,1472.280029,1472.280029,34267900
2019-09-04,1475.359985,1487.939941,1475.359985,1484.760010,1484.760010,31632600
2019-09-05,1491.270020,1521.790039,1491.270020,1510.750000,1510.750000,38907000
2019-09-06,1511.510010,1517.010010,1504.910034,1505.170044,1505.170044,32082800
2019-09-09,1507.530029,1526.099976,1506.770020,1524.229980,1524.229980,40028900
2019-09-10,1523.569946,1543.630005,1516.560059,1541.609985,1541.609985,43907700
2019-09-11,1543.869995,1575.829956,1541.880005,1575.709961,1575.709961,39275500
2019-09-12,1575.800049,1580.719971,1562.810059,1575.069946,1575.069946,37918600
2019-09-13,1579.229980,1589.449951,1577.109985,1578.140015,1578.140015,35200600
2019-09-16,1574.729980,1590.500000,1570.500000,1584.599976,1584.599976,42746400
2019-09-17,1582.369995,1582.369995,1569.410034,1578.290039,1578.290039,36718400
2019-09-18,1577.550049,1577.550049,1557.150024,1568.339966,1568.339966,34355400
2019-09-19,1570.760010,1581.349976,1560.920044,1561.469971,1561.469971,32512900
2019-09-20,1561.630005,1570.020020,1554.250000,1559.760010,1559.760010,60947400
2019-09-23,1556.920044,1563.640015,1552.449951,1558.250000,1558.250000,31865900
2019-09-24,1559.479980,1562.630005,1530.329956,1533.589966,1533.589966,38681600
2019-09-25,1533.140015,1552.939941,1530.699951,1550.650024,1550.650024,33188700
2019-09-26,1549.540039,1549.540039,1531.040039,1533.329956,1533.329956,30772400
2019-09-27,1534.119995,1539.369995,1515.640015,1520.479980,1520.479980,32436500
2019-09-30,1521.489990,1530.660034,1518.339966,1523.369995,1523.369995,32476100
2019-10-01,1523.849976,1539.089966,1491.550049,1493.430054,1493.430054,35580400
2019-10-02,1493.069946,1493.069946,1469.079956,1479.630005,1479.630005,39125200
2019-10-03,1476.439941,1487.349976,1462.219971,1486.349976,1486.349976,35036400
2019-10-04,1486.569946,1500.770020,1482.020020,1500.699951,1500.699951,29908300
2019-10-07,1498.709961,1507.329956,1492.609985,1497.790039,1497.790039,29401400
2019-10-08,1494.609985,1494.609985,1472.550049,1472.599976,1472.599976,33564500
