Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,0.877020,0.878370,0.874900,0.876920,0.876920,0
2019-05-21,0.877360,0.878760,0.873250,0.877350,0.877350,0
2019-05-22,0.878500,0.883870,0.877100,0.878510,0.878510,0
2019-05-23,0.880820,0.883660,0.879200,0.880800,0.880800,0
2019-05-24,0.883090,0.884850,0.880280,0.883300,0.883300,0
2019-05-27,0.880760,0.883450,0.878900,0.880900,0.880900,0
2019-05-28,0.882660,0.884050,0.880590,0.882690,0.882690,0
2019-05-29,0.882110,0.883150,0.879860,0.882230,0.882230,0
2019-05-30,0.881710,0.883880,0.880800,0.881780,0.881780,0
2019-05-31,0.882800,0.887410,0.882190,0.882710,0.882710,0
2019-06-03,0.883880,0.887950,0.882560,0.884000,0.884000,0
2019-06-04,0.888010,0.890050,0.885270,0.887990,0.887990,0
2019-06-05,0.885800,0.887710,0.884300,0.885830,0.885830,0
2019-06-06,0.884900,0.888670,0.883910,0.885000,0.885000,0
2019-06-07,0.888120,0.889920,0.885100,0.888100,0.888100,0
2019-06-10,0.889600,0.892900,0.888050,0.889500,0.889500,0
2019-06-11,0.891710,0.893160,0.889130,0.891770,0.891770,0
2019-06-12,0.890370,0.891330,0.887330,0.890310,0.890310,0
2019-06-13,0.889640,0.891810,0.887730,0.889600,0.889600,0
2019-06-14,0.889510,0.891650,0.889000,0.889570,0.889570,0
2019-06-17,0.890490,0.894440,0.889890,0.890530,0.890530,0
2019-06-18,0.895020,0.897350,0.891500,0.894930,0.894930,0
2019-06-19,0.890990,0.892560,0.887450,0.891090,0.891090,0
2019-06-20,0.888000,0.891970,0.887200,0.887900,0.887900,0
2019-06-21,0.888600,0.894510,0.888300,0.888790,0.888790,0
2019-06-24,0.892690,0.896000,0.891900,0.892800,0.892800,0
2019-06-25,0.894820,0.896180,0.891650,0.894840,0.894840,0
2019-06-26,0.895750,0.897490,0.894230,0.895700,0.895700,0
2019-06-27,0.895880,0.897240,0.893760,0.895910,0.895910,0
2019-06-28,0.897180,0.899130,0.894080,0.897100,0.897100,0
2019-07-01,0.894800,0.897910,0.892620,0.894900,0.894900,0
2019-07-02,0.892600,0.897200,0.892030,0.892610,0.892610,0
2019-07-03,0.896230,0.898710,0.896000,0.896200,0.896200,0
2019-07-04,0.896960,0.897800,0.896320,0.896990,0.896990,0
2019-07-05,0.896800,0.898150,0.895800,0.896700,0.896700,0
2019-07-08,0.896290,0.897270,0.895300,0.896310,0.896310,0
2019-07-09,0.895990,0.900040,0.895800,0.896080,0.896080,0
2019-07-10,0.899200,0.900880,0.898300,0.899400,0.899400,0
2019-07-11,0.900130,0.900500,0.896600,0.900100,0.900100,0
2019-07-12,0.898300,0.898900,0.895590,0.898300,0.898300,0
2019-07-15,0.896530,0.899970,0.896400,0.896520,0.896520,0
2019-07-16,0.899560,0.904600,0.899400,0.899580,0.899580,0
2019-07-17,0.903460,0.905000,0.902290,0.903400,0.903400,0
2019-07-18,0.902850,0.903900,0.897920,0.902900,0.902900,0
2019-07-19,0.897700,0.899730,0.895700,0.897850,0.897850,0
2019-07-22,0.896400,0.900000,0.896300,0.896600,0.896600,0
2019-07-23,0.898100,0.900350,0.895320,0.898290,0.898290,0
2019-07-24,0.896500,0.896560,0.890790,0.896600,0.896600,0
2019-07-25,0.892330,0.895920,0.889200,0.892400,0.892400,0
2019-07-26,0.894870,0.898290,0.894760,0.894900,0.894900,0
2019-07-29,0.899200,0.911500,0.899100,0.899200,0.899200,0
2019-07-30,0.911940,0.918870,0.911700,0.911990,0.911990,0
2019-07-31,0.917640,0.918040,0.909000,0.917410,0.917410,0
2019-08-01,0.910870,0.913640,0.909660,0.910800,0.910800,0
2019-08-02,0.913720,0.916900,0.913000,0.913690,0.913690,0
2019-08-05,0.914150,0.922070,0.913200,0.914150,0.914150,0
2019-08-06,0.924780,0.924850,0.915650,0.924700,0.924700,0
2019-08-07,0.920600,0.924710,0.918910,0.920610,0.920610,0
2019-08-08,0.922780,0.926320,0.920700,0.922560,0.922560,0
2019-08-09,0.921220,0.928990,0.921000,0.921100,0.921100,0
2019-08-12,0.932120,0.932200,0.925010,0.932250,0.932250,0
2019-08-13,0.928390,0.929300,0.924970,0.928500,0.928500,0
2019-08-14,0.926410,0.927510,0.923230,0.926450,0.926450,0
2019-08-15,0.924030,0.925030,0.915480,0.924000,0.924000,0
2019-08-16,0.918860,0.919100,0.909060,0.918850,0.918850,0
2019-08-19,0.912180,0.916770,0.911190,0.912200,0.912200,0
2019-08-20,0.913610,0.918200,0.911070,0.913600,0.913600,0
2019-08-21,0.912230,0.916050,0.911500,0.912420,0.912420,0
2019-08-22,0.914120,0.915630,0.902920,0.914090,0.914090,0
2019-08-23,0.904590,0.909280,0.903920,0.904700,0.904700,0
2019-08-26,0.908660,0.910750,0.906400,0.908660,0.908660,0
2019-08-27,0.908250,0.909380,0.901980,0.908250,0.908250,0
