Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,1.116532,1.117701,1.115126,1.116532,1.116532,0
2019-05-21,1.116944,1.118318,1.114243,1.116857,1.116857,0
2019-05-22,null,null,null,null,null,null
2019-05-23,1.115511,1.117281,1.110951,1.115548,1.115548,0
2019-05-24,1.118381,1.121202,1.117805,1.118456,1.118456,0
2019-05-27,1.120636,1.121831,1.118806,1.120963,1.120963,0
2019-05-28,1.119357,1.119946,1.117181,1.119382,1.119382,0
2019-05-29,1.117069,1.117568,1.112595,1.117069,1.117069,0
2019-05-30,1.113834,1.114604,1.111852,1.113735,1.113735,0
2019-05-31,1.112991,1.117943,1.112656,1.113115,1.113115,0
2019-06-03,1.117343,1.121100,1.116221,1.117406,1.117406,0
2019-06-04,1.124556,1.127777,1.122776,1.124632,1.124632,0
2019-06-05,1.125505,1.130454,1.123987,1.125404,1.125404,0
2019-06-06,1.122725,1.130787,1.122385,1.122902,1.122902,0
2019-06-07,1.127548,1.134816,1.125315,1.127650,1.127650,0
2019-06-10,1.131900,1.132695,1.129203,1.132016,1.132016,0
2019-06-11,1.131836,1.133273,1.130480,1.131811,1.131811,0
2019-06-12,1.132939,1.134301,1.130851,1.132952,1.132952,0
2019-06-13,1.129305,1.130500,1.127116,1.129561,1.129561,0
2019-06-14,1.127955,1.129050,1.121504,1.128044,1.128044,0
2019-06-17,1.121604,1.124600,1.120536,1.121705,1.121705,0
2019-06-18,1.122712,1.124400,1.118230,1.122460,1.122460,0
2019-06-19,1.119746,1.122208,1.118869,1.119821,1.119821,0
2019-06-20,1.123583,1.131516,1.123583,1.123848,1.123848,0
2019-06-21,1.129318,1.133337,1.128363,1.129561,1.129561,0
2019-06-24,1.138304,1.140121,1.137385,1.138472,1.138472,0
2019-06-25,1.140017,1.141396,1.137838,1.140030,1.140030,0
2019-06-26,1.136855,1.138952,1.135087,1.136997,1.136997,0
2019-06-27,1.137462,1.138304,1.134842,1.137475,1.137475,0
2019-06-28,1.137139,1.139341,1.136131,1.137294,1.137294,0
2019-07-01,1.136364,1.136751,1.130569,1.136493,1.136493,0
2019-07-02,1.128706,1.132105,1.127675,1.128745,1.128745,0
2019-07-03,1.129089,1.130531,1.127040,1.129305,1.129305,0
2019-07-04,1.128796,1.129816,1.127434,1.128796,1.128796,0
2019-07-05,1.128605,1.128796,1.120825,1.128579,1.128579,0
2019-07-08,1.122788,1.123722,1.120838,1.122738,1.122738,0
2019-07-09,1.121479,1.122208,1.119532,1.121604,1.121604,0
2019-07-10,1.120461,1.126300,1.120260,1.120825,1.120825,0
2019-07-11,1.126126,1.128796,1.125176,1.125885,1.125885,0
2019-07-12,1.125024,1.127800,1.123974,1.125239,1.125239,0
2019-07-15,1.127180,1.128599,1.125568,1.127205,1.127205,0
2019-07-16,1.126088,1.126634,1.120900,1.126177,1.126177,0
2019-07-17,1.121328,1.123343,1.120109,1.121227,1.121227,0
2019-07-18,1.122776,1.124733,1.120624,1.122965,1.122965,0
2019-07-19,1.126152,1.127142,1.121504,1.126152,1.126152,0
2019-07-22,1.121806,1.122712,1.120838,1.121831,1.121831,0
2019-07-23,1.120498,1.121076,1.114964,1.120611,1.120611,0
